ID,WC,WPS,Qmarks,Unique,Dic,Sixltr,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,GENDER,AGE
ffebde2ea8e58db6778f01ce69b3af3f,7002,56.47,0.1,32.7,35.42,16.94,18.71,2.58,1.84,1.26,0.13,0.37,0.03,0.06,0.74,4.93,2.6,1.07,0.9,1.51,0.14,1.07,6.73,1.01,0.33,0.97,5.76,0.0,1.9,0.17,0.04,0.31,2.97,2.57,0.37,0.09,0.13,0.1,4.1,0.53,0.46,0.11,0.49,0.41,0.19,1.49,0.47,2.21,1.07,0.17,0.49,0.94,0.27,0.21,0.2,0.27,9.35,1.04,5.08,3.11,0.84,0.69,2.34,0.26,0.31,0.27,0.14,0.2,0.01,0.13,MALE,65-xx
2468cef30234b0b6d584485edb879146,14298,22.41,1.08,20.2,74.09,17.94,47.04,11.19,5.92,3.22,0.6,1.43,0.14,0.52,5.27,5.97,14.63,9.16,2.64,9.18,1.34,5.6,10.34,4.37,1.9,3.11,2.07,0.35,5.18,0.06,0.04,0.27,6.42,4.76,1.72,0.22,0.62,0.28,15.17,2.04,1.46,2.41,3.9,1.09,0.38,2.45,3.41,1.76,0.73,0.42,0.53,1.13,0.36,0.22,0.14,0.41,12.86,1.47,5.23,6.17,2.43,1.83,1.14,0.2,0.61,0.07,0.05,0.89,0.33,0.24,MALE,35-49
2e829b013a4ae3639c50d9e929cda32a,8775,39.35,0.63,31.0,66.31,20.07,36.02,7.27,4.57,2.34,0.43,1.3,0.21,0.3,2.7,5.01,9.8,5.16,1.66,6.87,0.74,3.41,10.91,2.91,1.07,2.14,2.69,0.09,5.79,0.01,0.17,0.58,7.03,5.68,1.39,0.28,0.39,0.35,11.29,1.7,1.53,1.21,2.09,0.99,0.52,2.35,1.65,2.63,1.28,0.52,0.64,1.73,0.36,0.22,0.32,0.84,13.54,1.38,5.61,6.53,2.89,2.36,2.27,0.23,0.72,0.13,0.07,0.62,0.18,0.35,MALE,35-49
a464f023d67305591ff5d12b2e12a029,15555,22.71,0.32,18.79,73.39,16.84,48.79,11.36,6.28,1.71,2.73,1.4,0.21,0.24,5.08,7.88,9.59,6.61,1.45,6.76,0.64,3.12,13.02,4.18,0.98,2.28,3.93,0.13,7.68,0.08,0.1,0.5,4.05,3.09,0.95,0.26,0.2,0.3,14.72,3.2,1.47,0.85,1.25,1.51,0.37,5.33,1.27,1.94,0.55,0.57,0.48,1.53,0.66,0.5,0.32,0.07,13.33,2.17,5.97,4.8,0.98,1.04,1.0,0.1,0.27,1.15,0.15,0.08,0.05,0.11,MALE,50-64
5f004dfb633bb6ce85930d48aa63eb33,14602,13.17,0.42,16.96,64.65,19.77,34.65,8.17,6.4,0.21,4.49,1.34,0.2,0.16,1.77,3.03,7.42,4.53,0.74,5.26,0.74,2.49,13.27,3.07,0.47,1.68,5.73,0.01,8.21,0.12,0.13,0.06,5.13,4.67,0.49,0.03,0.08,0.33,7.88,0.4,0.26,0.35,1.32,0.83,0.34,4.11,0.78,3.64,0.64,0.16,0.16,6.24,0.06,0.12,0.14,5.95,17.27,1.23,7.34,8.5,1.02,1.37,5.84,0.42,2.7,0.1,0.06,0.12,0.04,0.14,MALE,25-34
7a42f316e5c86861126bbe7bd7a5ff48,13967,43.24,0.69,24.9,67.25,16.9,41.44,12.46,8.03,5.3,0.15,2.03,0.24,0.31,4.42,5.55,12.14,6.76,2.79,7.55,0.95,4.2,9.03,3.71,1.5,2.03,4.43,0.21,7.19,0.14,0.18,0.71,5.7,3.69,2.02,0.17,0.98,0.31,12.22,1.61,1.35,1.53,2.7,1.2,0.34,2.17,3.04,2.08,0.73,0.78,0.41,2.82,0.74,0.57,1.0,0.56,10.59,1.08,4.59,5.15,1.25,1.24,2.26,0.35,0.69,0.51,0.5,0.37,0.11,0.39,MALE,35-49
437637df7acbd4b438a87fb52c95b4ec,15576,16.75,1.05,27.63,69.73,21.48,42.96,9.87,6.44,4.35,0.3,1.17,0.23,0.38,3.43,5.45,11.81,7.34,2.36,7.43,0.97,4.24,11.85,3.77,1.22,2.32,2.04,0.16,4.99,0.04,0.15,0.34,5.51,3.95,1.61,0.28,0.45,0.32,12.91,1.96,1.43,1.42,2.39,1.01,0.52,2.92,2.28,2.16,1.03,0.42,0.59,1.45,0.58,0.35,0.15,0.42,13.04,1.61,6.26,5.16,2.43,1.5,1.23,0.35,0.8,0.35,0.1,0.51,0.18,0.28,MALE,18-24
d08638b571c2305a2687f54defc8a566,7694,18.95,0.84,31.3,64.01,22.97,38.84,8.92,5.64,3.5,0.45,1.33,0.08,0.29,3.28,4.55,10.33,6.78,1.81,6.58,1.08,3.46,10.54,3.85,1.25,2.61,3.08,0.01,4.86,0.09,0.1,0.17,5.02,3.68,1.34,0.25,0.18,0.3,13.01,2.47,1.18,1.38,3.24,1.13,0.36,2.46,2.11,1.56,0.73,0.32,0.32,0.58,0.12,0.21,0.04,0.25,10.63,1.44,4.59,4.59,4.02,2.01,0.77,0.19,0.73,0.05,0.08,0.39,0.1,0.13,MALE,25-34
a344ae5613229a4e0e4b3dc4a99e4ab8,6859,83.65,0.89,35.01,60.23,19.36,35.65,8.41,5.98,4.53,0.17,0.67,0.25,0.35,2.43,6.25,8.53,4.55,2.11,5.2,0.71,2.48,9.37,2.76,1.43,1.5,3.44,0.1,4.36,0.09,0.07,0.35,3.79,2.87,1.04,0.1,0.28,0.19,10.13,1.81,0.95,1.18,1.76,0.83,0.23,1.94,2.13,2.35,0.57,0.93,0.69,2.29,0.58,0.52,0.19,1.05,11.36,1.81,5.34,4.36,1.94,0.98,2.61,0.51,0.55,0.31,0.0,0.39,0.23,0.22,MALE,35-49
3fffe236fed0e6e3c3b85b87683a1893,18209,20.19,0.22,20.15,62.23,19.12,36.05,7.37,4.88,3.19,0.14,1.25,0.06,0.24,2.49,5.61,8.35,5.32,1.17,5.6,0.75,2.08,11.65,2.86,0.58,1.79,4.37,0.0,3.9,0.1,0.28,0.21,4.28,3.92,0.4,0.06,0.03,0.1,8.64,0.91,0.81,0.79,1.52,0.53,0.57,3.12,1.26,1.54,0.91,0.32,0.23,0.91,0.2,0.25,0.21,0.26,14.36,1.32,6.84,6.46,1.92,1.55,3.82,0.72,1.85,0.31,0.03,0.16,0.09,0.18,FEMALE,35-49
0cabd31fe66ee301d3071e16cb6779a3,9335,31.64,1.02,35.12,36.42,24.0,18.6,3.6,2.47,1.63,0.2,0.52,0.06,0.05,1.12,3.0,3.85,2.07,0.62,2.57,0.39,1.8,5.7,1.56,0.58,1.11,5.65,0.01,2.5,0.2,0.11,0.13,3.12,2.79,0.35,0.03,0.1,0.1,7.06,0.84,0.52,1.91,0.92,0.54,0.21,1.52,0.92,1.49,0.9,0.12,0.42,0.62,0.14,0.14,0.25,0.16,7.94,0.87,3.3,3.64,1.45,0.91,1.23,0.32,0.72,0.21,0.06,0.32,0.12,0.06,MALE,25-34
f1c9929754d150ad2f04203d5d812c5c,8032,92.32,0.37,32.81,48.47,23.97,17.11,3.62,1.37,0.54,0.09,0.62,0.05,0.07,2.25,1.68,3.93,1.49,0.22,3.15,0.41,0.76,8.12,0.81,0.25,0.76,4.1,0.0,3.5,0.32,0.14,0.32,3.15,2.23,0.91,0.31,0.26,0.19,7.84,1.42,1.57,0.6,0.42,0.42,0.68,1.1,0.37,1.34,0.88,0.2,0.17,6.46,0.14,6.23,0.02,0.1,8.6,1.43,4.26,2.35,5.23,2.56,0.63,0.24,2.02,0.16,0.04,0.1,0.11,0.01,FEMALE,50-64
fcf9555aa8e3d8acffdc5e5759ebd291,3302,18.76,0.55,43.79,55.66,28.71,31.04,5.3,2.88,1.54,0.42,0.39,0.15,0.36,2.42,4.54,7.6,5.03,1.51,5.6,0.15,1.94,9.06,3.12,0.7,2.3,3.6,0.0,3.69,0.18,0.09,0.55,4.06,3.45,0.76,0.12,0.18,0.03,12.11,2.51,1.64,0.7,1.67,1.15,0.33,2.91,1.18,1.48,1.0,0.09,0.3,0.58,0.24,0.24,0.0,0.09,9.66,1.12,4.78,3.63,3.66,1.27,1.39,0.18,0.42,0.12,0.03,0.15,0.03,0.12,MALE,35-49
c18eb25f7e2969efe1484be29f9ee3e0,17524,8.72,1.64,22.77,81.31,17.23,50.2,16.54,11.44,7.45,0.35,2.27,0.92,0.46,5.11,6.29,15.41,9.95,2.35,11.11,0.81,4.46,8.73,4.44,2.86,2.3,1.42,0.54,8.51,0.23,0.22,1.11,6.94,4.47,2.45,0.33,1.03,0.34,14.98,2.53,1.68,1.81,2.59,1.43,0.42,2.68,3.14,2.86,0.85,0.59,0.78,3.41,0.92,0.53,0.84,1.44,10.29,1.38,4.46,4.58,1.63,1.66,1.95,0.47,1.01,0.22,0.07,0.61,0.36,0.39,MALE,25-34
a9c26924b6dda074bbdb2511a38d3d56,11431,39.97,0.04,17.02,35.09,26.13,13.09,0.29,0.2,0.1,0.06,0.04,0.0,0.0,0.09,2.92,2.95,2.55,0.08,2.73,0.06,0.17,6.27,0.54,0.04,0.2,7.21,0.0,2.8,0.0,0.12,0.09,1.5,1.38,0.11,0.0,0.09,0.01,6.2,0.27,0.64,0.04,0.07,0.16,0.19,2.98,0.05,0.93,0.78,0.05,0.03,0.83,0.09,0.69,0.03,0.05,13.24,0.41,5.67,6.87,3.93,2.99,0.46,0.16,0.89,0.03,0.03,0.08,0.05,0.01,FEMALE,50-64
867ba4b6f08704fe89a81dfa6f40aaf7,4957,37.27,0.5,34.27,58.24,19.91,33.67,7.16,4.54,2.34,0.5,1.33,0.1,0.26,2.62,4.32,8.74,4.64,1.47,6.05,0.54,2.9,10.59,2.88,0.95,1.94,3.59,0.2,5.61,0.12,0.08,0.46,4.9,3.83,1.05,0.18,0.3,0.2,10.09,1.33,1.8,0.97,1.67,0.52,0.28,2.62,1.86,1.86,0.99,0.24,0.5,0.77,0.18,0.26,0.16,0.16,11.18,1.61,4.6,4.84,2.64,1.78,1.33,0.26,0.89,0.16,0.06,0.93,0.18,0.14,MALE,35-49
1c674f4da09702648fa1de63230a68de,1642,60.81,0.12,49.82,25.03,20.46,12.3,2.31,2.01,1.34,0.37,0.24,0.06,0.0,0.3,3.41,1.58,0.37,0.06,1.4,0.0,2.07,3.11,0.55,0.3,0.49,4.57,0.06,2.31,0.0,0.37,0.37,2.98,2.68,0.24,0.0,0.12,0.06,3.23,0.18,0.18,0.43,0.18,0.37,0.06,0.73,1.22,1.16,0.37,0.43,0.24,1.1,0.3,0.0,0.43,0.43,4.81,0.79,1.77,2.07,1.22,0.67,2.07,0.43,0.49,0.3,0.12,0.24,0.18,0.0,FEMALE,35-49
834c49eb87d78c8d56e5a7c3b76b2391,17250,22.43,0.81,11.91,50.99,20.98,24.18,5.97,3.28,0.55,0.57,1.94,0.05,0.16,2.69,4.01,5.65,3.17,0.33,4.78,0.33,1.11,7.97,1.36,0.46,1.22,2.7,0.01,4.96,0.03,0.43,0.21,8.3,8.0,0.32,0.06,0.09,0.06,7.3,1.14,0.73,0.18,0.7,1.5,0.09,2.48,0.81,10.13,8.15,0.09,1.03,3.07,2.03,0.4,0.41,0.27,7.15,0.88,3.43,3.13,0.52,1.74,0.59,0.13,1.61,0.11,0.0,0.21,0.04,0.4,FEMALE,35-49
f7f564bb8997db9f6d6dac4b52534ba5,12026,26.32,0.96,25.58,61.09,20.43,35.15,7.08,3.81,1.54,0.45,0.85,0.37,0.6,3.28,4.81,8.7,5.41,1.75,5.86,0.53,3.23,11.64,2.27,0.95,2.12,3.73,0.01,5.63,0.02,0.07,0.35,4.54,3.68,0.85,0.08,0.1,0.22,10.61,2.72,1.53,0.86,1.75,0.78,0.32,1.9,1.31,1.41,0.64,0.38,0.36,0.58,0.19,0.23,0.06,0.12,11.72,1.23,6.39,3.84,5.06,1.8,0.94,0.07,0.49,0.03,0.07,0.43,0.15,0.11,MALE,35-49
ab70027ac0e4d42b9125fe611f6c3f6b,4929,20.97,0.97,39.64,43.9,22.15,24.77,4.02,2.72,1.08,0.71,0.57,0.14,0.22,1.3,3.49,6.53,3.81,1.4,4.44,0.37,2.33,7.83,2.45,0.49,1.48,5.42,0.0,3.63,0.02,0.02,0.2,3.88,3.23,0.67,0.12,0.12,0.14,8.54,2.07,1.26,0.32,1.24,0.57,0.2,2.27,0.81,0.81,0.45,0.16,0.18,0.67,0.04,0.39,0.06,0.18,8.34,1.03,4.06,3.0,2.76,1.42,0.89,0.12,0.41,0.02,0.1,0.79,0.18,0.04,MALE,25-34
ff8f20e177721b8a8ed79f8d8844379c,2369,15.19,0.59,48.33,70.41,26.51,39.72,9.33,5.45,1.73,0.84,2.32,0.38,0.17,3.88,5.57,9.2,5.36,1.22,6.42,0.72,2.24,12.58,3.71,0.97,2.11,1.39,0.0,7.89,0.04,0.08,0.55,6.67,5.61,1.06,0.3,0.38,0.3,13.25,3.0,1.31,1.1,1.01,0.89,0.38,4.39,1.18,2.07,0.8,0.68,0.46,1.98,0.38,1.06,0.21,0.34,13.47,2.24,6.75,4.26,2.74,2.32,1.48,0.17,0.55,1.77,0.34,0.17,0.13,0.0,FEMALE,35-49
43f91a92a71bebf5590b1b5fc2d94ee4,5440,18.57,0.53,26.34,33.38,14.6,22.22,7.33,6.29,5.46,0.15,0.51,0.02,0.15,1.05,1.97,3.92,2.94,0.35,3.27,0.17,1.23,7.41,0.86,0.5,0.53,9.1,0.02,4.04,0.04,0.06,0.13,1.58,1.25,0.31,0.06,0.07,0.07,3.16,0.29,0.22,0.28,0.55,0.18,0.22,0.99,0.44,2.7,0.72,1.71,0.2,0.61,0.11,0.15,0.13,0.22,8.93,0.74,6.27,1.82,0.88,0.4,0.61,0.13,0.18,0.04,0.06,0.26,0.06,0.07,MALE,35-49
a8367cb456aaea837429fa44bc282a39,10612,13.48,1.08,25.74,67.87,19.8,42.73,9.27,5.39,3.4,0.5,0.93,0.06,0.5,3.88,5.28,11.19,6.39,2.43,7.38,0.71,4.71,11.03,3.29,1.69,2.39,3.34,0.11,5.08,0.01,0.09,0.25,4.46,3.1,1.39,0.15,0.35,0.3,14.62,2.31,1.67,1.64,3.39,1.13,0.39,2.42,3.16,1.72,0.95,0.3,0.4,0.45,0.16,0.15,0.03,0.11,12.84,1.39,4.76,6.54,2.48,1.58,1.14,0.32,0.8,0.08,0.06,0.37,0.19,0.26,MALE,25-34
49c857ec61f84c61ade46522c4fc149b,13425,31.66,0.42,21.81,55.66,18.53,29.85,6.68,4.52,2.79,0.23,1.17,0.08,0.25,2.16,4.01,7.0,3.68,1.35,4.92,0.37,2.19,9.44,2.79,0.44,1.63,4.24,0.0,4.06,0.21,0.33,0.23,4.97,4.66,0.3,0.06,0.06,0.1,9.08,1.46,1.18,0.71,1.09,0.69,0.21,3.16,1.07,2.25,1.24,0.28,0.36,1.27,0.18,0.43,0.22,0.44,11.09,1.39,4.69,4.77,1.9,1.8,3.27,0.77,1.16,0.28,0.04,0.25,0.14,0.13,FEMALE,65-xx
f1255c2fcffdf239f4146d03acf02f19,7495,27.56,1.32,32.8,65.72,21.15,40.33,8.91,5.56,2.71,0.57,1.79,0.04,0.45,3.35,6.23,10.43,6.75,1.37,7.35,0.85,2.87,11.51,3.66,1.0,2.29,3.11,0.04,5.79,0.04,0.11,0.35,4.66,3.38,1.31,0.13,0.32,0.29,12.66,2.27,1.95,1.49,2.39,0.96,0.59,2.88,1.69,1.75,1.04,0.32,0.29,1.07,0.27,0.2,0.08,0.52,11.49,1.48,5.19,4.76,3.08,2.28,1.25,0.23,1.09,0.17,0.05,0.08,0.15,0.25,MALE,25-34
bc9ddf93f89fa252d7b291f1aaaf62fb,13797,9.08,4.19,24.12,39.49,16.45,22.68,7.2,4.66,2.51,0.5,1.41,0.17,0.07,2.54,2.23,6.29,3.74,0.89,4.19,0.62,2.86,5.33,2.13,0.66,1.25,1.51,0.17,4.84,0.06,0.23,1.04,4.52,3.78,0.78,0.09,0.29,0.12,5.63,0.8,0.5,0.59,1.09,0.7,0.21,1.25,0.85,1.46,0.61,0.38,0.4,0.92,0.28,0.12,0.16,0.43,6.73,0.93,2.71,3.26,0.86,0.77,1.04,0.46,0.35,0.24,0.04,1.44,0.3,0.24,MALE,35-49
ed9d28f8b48cbbc22905eb0e4939a971,10858,23.71,0.39,32.12,48.65,20.22,27.34,6.82,4.44,2.26,0.54,1.31,0.22,0.11,2.38,3.59,7.19,4.03,1.24,5.02,0.41,2.54,7.97,1.89,0.88,1.47,3.41,0.06,4.98,0.15,0.22,0.58,5.38,4.43,0.96,0.06,0.15,0.38,6.97,0.7,0.7,0.67,0.85,0.91,0.38,2.16,0.79,1.45,0.83,0.21,0.29,1.57,0.22,0.18,0.42,0.77,10.88,1.5,5.2,4.23,1.59,1.32,2.25,0.5,0.48,0.27,0.05,0.34,0.07,0.16,FEMALE,25-34
1fdd04c26f06b99676108652dc4d443f,8948,61.29,0.19,32.6,52.26,21.37,28.82,5.57,3.52,1.41,0.49,1.1,0.29,0.23,2.05,3.62,6.55,3.63,0.78,5.13,0.35,2.83,10.3,2.45,0.57,1.2,4.35,0.02,5.05,0.2,0.21,0.45,5.0,4.11,0.91,0.08,0.36,0.22,7.19,1.08,1.52,0.56,0.74,0.58,0.41,2.1,0.86,1.55,0.88,0.28,0.39,0.92,0.27,0.18,0.22,0.26,10.83,1.24,5.58,3.87,3.52,2.35,1.62,0.18,0.73,0.2,0.08,0.38,0.08,0.1,MALE,35-49
0670da17ac936e666c98a3b399fd1f86,13152,36.03,1.44,28.4,65.8,21.15,40.2,7.67,4.33,2.17,0.21,1.31,0.2,0.45,3.34,6.22,11.26,7.26,1.97,7.31,1.09,3.49,11.18,3.26,1.36,2.18,3.78,0.09,5.18,0.14,0.06,0.56,5.24,3.87,1.42,0.26,0.36,0.33,11.17,1.65,1.23,1.5,2.27,1.15,0.6,1.73,2.42,2.06,1.05,0.5,0.46,0.9,0.31,0.19,0.14,0.31,12.57,1.63,5.85,5.25,2.47,1.75,1.35,0.17,1.16,0.24,0.1,0.34,0.21,0.3,MALE,35-49
9184e39db1647193a8dbcbc66d9cd8d9,4719,39.99,0.83,37.59,51.64,26.51,26.23,5.57,3.01,1.06,0.61,1.0,0.15,0.19,2.56,3.6,6.48,4.03,0.83,4.68,0.51,1.76,8.82,1.76,0.66,1.38,4.07,0.04,6.17,0.13,0.36,0.66,4.15,3.41,0.76,0.15,0.19,0.11,8.48,1.44,1.4,0.87,0.89,1.0,0.17,2.08,0.91,1.65,0.55,0.61,0.51,0.87,0.19,0.32,0.15,0.21,10.57,1.06,4.26,4.45,3.67,1.5,1.74,0.19,1.14,0.17,0.06,0.64,0.08,0.11,MALE,35-49
42ba84d14529d860da6786ee6c60b2b5,645,29.32,0.62,51.78,46.98,24.96,28.53,8.68,5.58,3.72,0.47,1.4,0.0,0.0,3.1,2.02,8.53,6.51,0.62,6.2,0.78,2.48,8.37,1.71,0.78,0.93,5.27,0.0,3.41,0.0,0.0,0.0,2.48,2.17,0.31,0.16,0.0,0.0,9.15,1.71,0.78,0.47,1.24,0.47,0.31,2.33,2.02,0.62,0.47,0.16,0.0,0.47,0.31,0.16,0.0,0.0,11.16,0.31,6.51,3.41,3.26,1.55,1.55,0.31,1.09,0.0,0.0,0.0,0.0,0.0,MALE,50-64
046558ebe99f72a0f5c066e14fe02df3,4629,14.7,1.06,38.6,70.73,22.64,42.17,9.74,6.65,3.91,0.41,1.71,0.15,0.48,3.09,5.38,11.49,7.45,2.27,6.93,1.17,3.78,11.06,4.23,1.38,2.1,2.27,0.0,5.12,0.11,0.22,0.26,5.4,4.1,1.34,0.24,0.39,0.37,14.82,3.02,1.79,1.84,2.66,1.17,0.56,2.77,2.55,1.9,0.6,0.41,0.71,1.79,0.22,0.43,0.09,1.14,11.36,1.58,5.29,4.75,3.28,1.86,1.99,0.43,1.1,0.13,0.09,0.41,0.11,0.48,MALE,35-49
1f4bb4451c85115fae498a49a936a66b,2060,14.21,1.36,54.13,61.46,25.0,36.7,7.38,3.59,1.55,0.58,1.02,0.34,0.1,3.79,4.22,9.08,5.49,1.65,6.07,0.53,3.01,10.39,4.81,1.94,2.04,2.72,0.0,6.41,0.53,0.05,0.63,5.49,3.74,1.84,0.29,0.73,0.24,13.54,1.55,1.75,1.8,1.84,1.02,0.39,2.96,2.52,1.7,0.44,0.83,0.34,1.12,0.49,0.19,0.0,0.44,8.01,1.21,4.13,2.52,2.96,2.09,1.21,0.1,0.58,0.24,0.34,0.19,0.34,0.1,MALE,50-64
