ID,text,GENDER,AGE
965d3e5d61a5630a23f8f992ed78b623,Economic Crisis impact on US Universities http://www.insidehighered.com/views/2008/10/23/kneedler,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,Another view: Economic crisis impact on US Higher Ed  http://www.insidehighered.com/views/2008/10/23/seligman,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,Academic vs. Football Coach Salaries http://tinyurl.com/6atcjy,MALE,35-49
43f91a92a71bebf5590b1b5fc2d94ee4,Me at 10.11pm http://bit.ly/fGXUK1,MALE,35-49
2468cef30234b0b6d584485edb879146,"@stevemgentile Ah, ok. Google seems to suggest that although yours can take 8gb, mine is probably limit to 6",MALE,35-49
2468cef30234b0b6d584485edb879146,"An evening of audio codecs, decompression, bit rates yadda yadda. Slowly getting my C foo back.  Not sure if that's a good thing...",MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,Credit Crisis Indicators: No Progress http://tinyurl.com/5tc4bg,MALE,35-49
046558ebe99f72a0f5c066e14fe02df3,Feeling cabin feever after two days at home,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,Harsh Math for Wall Streets Young: Stay or Go? http://tinyurl.com/5ur267,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,Yale MBA dean to found Apple University http://tinyurl.com/59qlzu,MALE,35-49
a344ae5613229a4e0e4b3dc4a99e4ab8,Most of my outgoing mail seems to end up in spam folders ... how am I now going to help Mrs. Wilson to transfer her millions overseas? ...,MALE,35-49
43f91a92a71bebf5590b1b5fc2d94ee4,Me at 10.56pm http://bit.ly/g7S7JO,MALE,35-49
3fffe236fed0e6e3c3b85b87683a1893,More about my work at Pinckney Simons Gallery. Follow my art blog at: http://t.co/YtQoxMY,FEMALE,35-49
9184e39db1647193a8dbcbc66d9cd8d9,the terrific @therunthrough team covered on Mashable: Private Site Connects Fashion Designers & Editors for Shoots http://ow.ly/5R72z,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,Top Theorists Examine Rippling Economic Turbulence  http://tinyurl.com/56w2t3,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,Wiley Becomes Global Publisher of the Official GMAT Study Guides  http://tiny.cc/JyHv7,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,GMAT palm vein authentication http://tinyurl.com/62yt9u,MALE,35-49
2e829b013a4ae3639c50d9e929cda32a,@yeltzland hey - I can see the site: unofficial forum,MALE,35-49
6321d152d84095b8724cfd7cdd1275ed,"If you're an MLMer you should definitely consider Tim Sales ""Professional Inviter prgrm his philosophy and approach are super for networking",MALE,50-64
85ec741f5abaf5b32b29bd48ec786aea,"On my way to the woodside half marathon. Man, I feel so out of shape!",MALE,25-34
ff8f20e177721b8a8ed79f8d8844379c,"Six months and counting as a full-fledged global nomad. Tricky as a vegetarian here in Romania, where it's typically meat served with meat!",FEMALE,35-49
5f004dfb633bb6ce85930d48aa63eb33,Today on the tasting bar: Mission Hill Family Estate Wines!! Start your BC Day Celebration early! 2-6pm,MALE,25-34
bc9ddf93f89fa252d7b291f1aaaf62fb,"@klasgranstrom75 haha! Vad fett! Mest beroendeframkallande grejen som finns, i hela v?rlden, alla droger inkluderade!",MALE,35-49
bc9ddf93f89fa252d7b291f1aaaf62fb,"@klasgranstrom75 dock sjukt att kalla sig f?r geni n?r man k?r City... Som att spela FM, innuti FM...",MALE,35-49
046558ebe99f72a0f5c066e14fe02df3,"@abdur I'm with you on no Facebook apps.  They always feel very invasive, are a hassle to set up, and they like to spam my friends.",MALE,35-49
9184e39db1647193a8dbcbc66d9cd8d9,POST: An Entrepreneur's Commandment: Do What Thou Lovest -  http://ow.ly/5Rghs (was reminded of this today),MALE,35-49
85ec741f5abaf5b32b29bd48ec786aea,@adrianocrestani me = out of shape: officially confirmed :) but in my defense the hm had 1800 feet elevation,MALE,25-34
965d3e5d61a5630a23f8f992ed78b623,The MBA Calls When the Economy Falls http://tinyurl.com/5rvxkq,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,Fort? Forum:  MBA Value Proposition http://tinyurl.com/58bhr9,MALE,35-49
1fdd04c26f06b99676108652dc4d443f,Medal of Honor Cat http://t.co/0TeXHmE,MALE,35-49
e8c5270467874985b7c7ae90c4719788,Mis pensamientos est?n con las personas que viven en Chile. My thoughts are with Hawaii as well.,FEMALE,25-34
a679f7ede37b1a73af88c572c8bc2de8,It's my Friday! @KJWines Summation & #Vegan Mac n Cheese w/ Cajun Chikn. Mmmm.,MALE,25-34
e8c5270467874985b7c7ae90c4719788,@iamlyddy My sister-in-law always went to Lana's Nails on Fourth St. Her nails were always very pretty! They also do good pedicures!,FEMALE,25-34
a464f023d67305591ff5d12b2e12a029,Daily Musings 2/27: http://wp.me/pI226-b2,MALE,50-64
a464f023d67305591ff5d12b2e12a029,"Daily Musings 2/27: I find it interesting that the predictions, by biblical prophecy or the http://goo.gl/fb/GSks",MALE,50-64
e8c5270467874985b7c7ae90c4719788,#Chile Some impacting photojournalism from Chilean disaster. http://bit.ly/dAoLKP,FEMALE,25-34
1a5c719927ffc0125d700c78325c3079,"@HilzFuld Try to copy/paste it from WORD - not 100% sure, but it's worked for me in other systems",MALE,35-49
1a5c719927ffc0125d700c78325c3079,"@HilzFuld Copy them into WORD, turn them into a table, copy the whole table and paste it back into WP.  Might not work, but worth a try",MALE,35-49
1a5c719927ffc0125d700c78325c3079,@HilzFuld Avoid everything that seems backwards and you'll never get anything done!,MALE,35-49
2e829b013a4ae3639c50d9e929cda32a,@tarecfighter  you were phenomenal! congrats! coming out party :),MALE,35-49
1a5c719927ffc0125d700c78325c3079,"@noahroth why high unemployment? I'm thinking higher taxes, which will be the opposite of what will truly help the middle class here",MALE,35-49
f116c5d886e283ead171e166b431a32f,"time to get my ""inner nasty"" on and start running 13.1 miles! woot woot!",FEMALE,25-34
a344ae5613229a4e0e4b3dc4a99e4ab8,I don't want to sleep ... http://t.co/JY01Pba ... #fmbelfast ... #gogoyoko ...,MALE,35-49
1a5c719927ffc0125d700c78325c3079,.@digitimes says Apple & Samsung looking at tech for solar powered phones - Nokia & Alta Devices also groundbreaking http://t.co/BRUj6Jh,MALE,35-49
a464f023d67305591ff5d12b2e12a029,"In all the worlds religions, beyond the standard passages that fill the books,",MALE,50-64
a464f023d67305591ff5d12b2e12a029,there is a state of mysticism that whispers the secrets of God.,MALE,50-64
a464f023d67305591ff5d12b2e12a029,There are few who are touched by this call for this is a place where faith resides.,MALE,50-64
a464f023d67305591ff5d12b2e12a029,And this faith goes deeper than any Sunday mass or evening bible study.,MALE,50-64
a464f023d67305591ff5d12b2e12a029,This is the faith that pierces the heart so deeply that tears of knowing stream down your face.,MALE,50-64
a464f023d67305591ff5d12b2e12a029,It owns a level of surrender so empowering that you feel you are in the presence of the Divine Lover.,MALE,50-64
a464f023d67305591ff5d12b2e12a029,This is the only thing that will carry us through the Storm of transformation into the Light of a greater day.,MALE,50-64
437637df7acbd4b438a87fb52c95b4ec,Attempting to navigate MK buses on way to #BPark in the rain...,MALE,18-24
965d3e5d61a5630a23f8f992ed78b623,Happy Diwali!,MALE,35-49
e51aed25eaa38a45d62d4b296a6a1adc,?Necesitas aprender o mejorar tu Ingl?s?  - http://viadeo.com/s/7kM3Y,FEMALE,50-64
2e829b013a4ae3639c50d9e929cda32a,new blog post: a tale of poor customer experience http://bit.ly/nZAu5l  #davidlloyd #davidlloydgym,MALE,35-49
4728c0de3f8b6de737f25cb1d037abbe,Google Open-Sources NoSQL Database Called LevelDB by @klintron http://t.co/6c7lSht via @RWW,MALE,25-34
43f91a92a71bebf5590b1b5fc2d94ee4,Me at 2.08am http://bit.ly/hfqvL2,MALE,35-49
6321d152d84095b8724cfd7cdd1275ed,Isn't Sunday morning wonderful? If you work for yourself as I do it seems the only time when there's no pressure to get something done.,MALE,50-64
6321d152d84095b8724cfd7cdd1275ed,"""The unique combination of desire, planning, effort and perseverance will always work its magic. "" Jim Rohn",MALE,50-64
ab3a2a63d347881bb3e58f8fc004f29a,"""A team that's constantly learning and evolving their skill sets is more powerful than experts afraid to leave their comfort zone"" M Lipton",MALE,35-49
da68af76b45fb8cfc8c0fe1117560522,New 20somethingfinance post:: 55 Marketable Hobbies that you Love & Can Get Paid For http://bit.ly/aYHanR,MALE,25-34
a679f7ede37b1a73af88c572c8bc2de8,Nice. We're sipping Ros? RT @MikeoftheWest: Backyard Manhattans http://twitpic.com/5z3zs0,MALE,25-34
965d3e5d61a5630a23f8f992ed78b623,"With the Stock Market Sliding, Students Go to Cheaper Schools http://tech.mit.edu/V128/N51/collegecost.html",MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,"Students, schools adjust for struggling economy http://tinyurl.com/5juofx",MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,GRE vs. GMAT (ETS vs GMAC) http://www.insidehighered.com/news/2008/10/28/bschool,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,GRE/GMAT Comparison Table.  (PDF LINK)  http://www.ets.org/gre/2008/9934/tool.html,MALE,35-49
f116c5d886e283ead171e166b431a32f,Go Team USA!! Who's watching the Olympics??!,FEMALE,25-34
1a5c719927ffc0125d700c78325c3079,".@MikeElgan Amazon rumored doing same. But NXP slashed 2011 #NFC projections, maybe they know no NFC in #iphone5 ?http://t.co/7ahkGtS",MALE,35-49
1a5c719927ffc0125d700c78325c3079,"NXP slashed 2011 #NFC projections, maybe they know no NFC in #iphone5 ? NFC news re payments & tag apps looks great http://t.co/7ahkGtS",MALE,35-49
437637df7acbd4b438a87fb52c95b4ec,"@john_goss Congrats on the #LGBT History month talks at #BPark earlier, all went splendidly! Thanks",MALE,18-24
c18eb25f7e2969efe1484be29f9ee3e0,Congratulations to the sports guys for winning the thingy!,MALE,25-34
da68af76b45fb8cfc8c0fe1117560522,I just did Warrior Dash. Here's what I learned about myself and others. http://fb.me/12FGqim0P,MALE,25-34
1a5c719927ffc0125d700c78325c3079,"@HilzFuld @noahroth Noah the structure flipped in Jan b/c of new laws (Ya, Hillel, I see your discussion b/c I follow both of you)",MALE,35-49
1a5c719927ffc0125d700c78325c3079,"@HilzFuld @noahroth ... used to be you'd pay for the phone and get the discount on service w/ hitchayvut, but ....",MALE,35-49
1a5c719927ffc0125d700c78325c3079,@HilzFuld @noahroth ... the govt made service hitchayvuyot illegal. so now they discount the phone w/ hitchayvut (which is legal) and...,MALE,35-49
1a5c719927ffc0125d700c78325c3079,"@HilzFuld @noahroth ... charge for service. I'm in the market for a few phones now, and pelephone seems highest, Orange & cellcom better",MALE,35-49
b8627c2b2f73d5a0dd26893b64f9fd6a,Advanced GTD with Remember the Milk http://t.co/cjCSOb7,MALE,35-49
a8367cb456aaea837429fa44bc282a39,Updated my XING and SDN profiles with information about my new/old employer http://www.reply.de,MALE,25-34
1a5c719927ffc0125d700c78325c3079,@noahroth Sounds about right. Pelephone quoted me that for only 400 mins&smss. Depends also on which phone,MALE,35-49
63d9d386183bef9b62ee0ff8854eb16d,This application is for EVERYONE - Stakeholder says something like the following:  This application is for... http://tumblr.com/xg53twk5so,FEMALE,35-49
1a5c719927ffc0125d700c78325c3079,@HilzFuld That's so 1990's.  Nowadays we just redefine the grammar rules for changing mediums of communication....,MALE,35-49
b9bb3391de9efeb823f9286baf74a90a,@DigitalKaitlyn Thanks for the input on Tweetdeck. Did my first experiments. Great w/ Twitter; Failed on FB & LI,FEMALE,35-49
965d3e5d61a5630a23f8f992ed78b623,My Wharton essay analysis up.  Now they are trying to be perceived as innovative. Only 1500 words in total! http://t.co/KSnPdZ1,MALE,35-49
1a5c719927ffc0125d700c78325c3079,"@noahroth In Israel, because we don't have Sundays, every day feels like a Monday",MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,"Four Reasons to Enroll in Your M.B.A. Program Now
http://tinyurl.com/57roka",MALE,35-49
e3dbc57577fe8f9112780feef7e6db7f,I mercati hanno sancito il fallimento di Tremonti http://t.co/M3VtkpG via @linkiesta,MALE,50-64
d08638b571c2305a2687f54defc8a566,catching up on two weeks' worth of emails...,MALE,25-34
c18eb25f7e2969efe1484be29f9ee3e0,"I was told I don't share my feelings often enough. So, here: I love you, Internet... Though mainly for the sex stuff.",MALE,25-34
c18eb25f7e2969efe1484be29f9ee3e0,"Really, Olympics? It's like you want the world to tease us.",MALE,25-34
fcf9555aa8e3d8acffdc5e5759ebd291,Haskell Curry is one of the greatest logician.* Both* his first and last names were used for functional progamming languages. what a legacy!,MALE,35-49
e8c5270467874985b7c7ae90c4719788,I'm actually quite sad the olympics are over!,FEMALE,25-34
c18eb25f7e2969efe1484be29f9ee3e0,"Okay America, let's get this out of the way. No, we don't really have sexy mounties and giant beavers. And we're sorry about Nickelback.",MALE,25-34
fcf9555aa8e3d8acffdc5e5759ebd291,"John McCarthy coined the term ""Artificial intelligence "" in 1963. We have been a long way since then.",MALE,35-49
7a42f316e5c86861126bbe7bd7a5ff48,"Just noticed that I'm close to reach 50,000 played tracks at Last.FM Anyone wants to bet which will be the lucky song?",MALE,35-49
d08638b571c2305a2687f54defc8a566,@lucasjosh if you're ever in downtown LA some weekend (or evening) then drop me a line. it'd be great to meet/chat about search stuff.,MALE,25-34
8fcb64811fd61f1c81c31cd3197f4b6c,@reneeswilliams Hey! Already am...,FEMALE,25-34
e8c5270467874985b7c7ae90c4719788,Sochi 2014 Olympics look very promising!! Can't wait!!,FEMALE,25-34
50939db84bbbfd141c957bc64f883b1e,"King Mountain Open Space is done!  Barring the Boy Scouts, we will finish data capture of SF North Bay Trails next... http://fb.me/MTb1TvG6",FEMALE,50-64
e8c5270467874985b7c7ae90c4719788,@alexstrack Did you not see the Sochi preview? It looked amazing.,FEMALE,25-34
6321d152d84095b8724cfd7cdd1275ed,"If you want people to be interested in you, first establish in there mind that you can produce or provide value for them. Try giving first!",MALE,50-64
50939db84bbbfd141c957bc64f883b1e,"I posted 5 photos on Facebook in the album ""King Mountain Open Space"" http://fb.me/S3XAiJpI",FEMALE,50-64
6321d152d84095b8724cfd7cdd1275ed,Affirmation without discipline is the beginning of delusion.   Jim Rohn,MALE,50-64
6321d152d84095b8724cfd7cdd1275ed,Be careful the friends you choose for you will become like them.  W. Clement Stone,MALE,50-64
18b3dbc0bbe1dd57446d5c9bc26e17d8,AES offers online personalized TOEFL preparation classes with highly experienced teacher. Try your first class for frehttp://lnkd.in/ANwaC9,MALE,50-64
fcf9555aa8e3d8acffdc5e5759ebd291,"Prokhorov metric, Levy metric two good probabiliy metrics...",MALE,35-49
8fcb64811fd61f1c81c31cd3197f4b6c,The companion shoe to every Christmas pageant of my childhood. http://tinyurl.com/2bxkfdm,FEMALE,25-34
965d3e5d61a5630a23f8f992ed78b623,In a taxi going to the Tokyo Duke event,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,at Duke event. Waiting,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,Karen Courtney adcom,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,title. Rethinking the boundaries,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,Fuqua going thru major expansion,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,multi campus expansion,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,Fuqua bio,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,Risk takers at bus school,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,Fuqua is aleader of consequence,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,team player and leader brilliant and human analytical and global,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,Understand goals change,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,overview of entire school,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,global innovative visionary exciting GIVE,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,5 campuses opening,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,One MBA four Programs,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,general management MBA,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,Perceptions,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,adcom: difficult to switch to finance sector over the next couple of years,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,Comparison btw daytime and cross continent,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,On 6 week term basis.  Test out of core courses to take more electives,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,60percent faculty international,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,rigorous team oriented environment,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,good balence between academics and clubs/social,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,career resources are rich,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,Student driven program,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,create a diverse team,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,alumni network is strong,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,cross continent student speaking,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,MBA alums speaking,MALE,35-49
965d3e5d61a5630a23f8f992ed78b623,alums emphasize social networking value of the program,MALE,35-49
